"dieta","forca","resist","conc","sono"
"Proteica",50.119913022658,47.6373410932386,66.3053801734874,8.69713814802311
"Proteica",55.1078450875431,53.0945466455635,66.0936907718598,5.43009098442054
"Proteica",51.5082877333403,59.3636581716475,72.0815305541953,4.26961436797915
"Proteica",55.1140077580237,64.7223449839626,66.2193799905265,12.322290627979
"Proteica",56.0639284650645,56.170046779172,66.4068164680427,6.86747395643249
"Proteica",56.074911080881,49.7624094608772,66.6876767967768,6.66905996092866
"Proteica",54.6639572532177,52.7944907758663,78.3948875091827,8.11708915559324
"Proteica",53.611798528992,56.2922703259458,68.7305629323316,3.99709235591584
"Proteica",47.9331678879954,52.4091960772392,63.9037437344829,5.02921448246608
"Proteica",54.9154540749422,53.5511233547761,69.0831513818017,4.08305608010178
"Proteica",53.3958320844384,53.7291819643245,75.4856247407052,5.84611472174913
"Proteica",57.8853065913545,54.1501701270592,67.9922591806169,7.46153827545742
"Proteica",46.5782060212611,49.2348672694742,65.7622486451194,3.61292630912771
"Proteica",53.7664374372431,48.9354977629757,66.3280988277327,7.81164738245617
"Proteica",48.9310416122202,52.738802389088,60.201057759199,6.95595964273453
"Proteica",50.5926080491204,52.9799941129045,69.7998383156176,5.05768739573544
"Proteica",56.157879917884,51.5484698145803,64.3223894142206,7.31869549775131
"Proteica",54.4941238602423,50.4128106292726,75.4852740861976,8.52520817786444
"Proteica",39.0606920931964,51.7075869426427,73.350441170899,8.2411060116071
"Proteica",57.2610198738719,56.443532304562,69.0600146480767,6.93683977400222
"Proteica",62.5529531534995,58.9857053385051,72.5963341920254,7.71648813100728
"Proteica",49.1290214804022,57.170058278653,67.7074326376091,6.70720553645788
"Proteica",50.144308510574,46.5619184890675,56.7215263587035,8.82374341784641
"Proteica",45.9035517141352,51.1150353166304,67.3868608590083,8.54049122196411
"Proteica",52.3215402749604,46.5737654648522,62.9606140073717,7.97208821848362
"Proteica",48.7123037146029,47.3067046085855,72.8300723893843,5.94301906274101
"Proteica",61.2269142017638,56.2727031408847,67.4529212730237,8.2399085706335
"Proteica",60.1932251238569,58.0579734055402,62.9197057592934,8.18843457274036
