"comprimento","largura"
101.198001429983,49.9724885847909
100.600287844047,50.3533852127169
102.63117771439,52.9966497052165
99.3389885001162,50.044714135691
105.642072423328,53.0388156528142
103.78279285321,50.2723293634535
107.782023555968,52.2846677803615
105.721803927255,49.7557399118015
101.436887162099,52.1227996327125
96.4296500690348,47.9593713882202
95.2446521172777,47.2133577405144
98.67622851051,50.0821300762872
92.4751802547611,48.1708321766139
106.971932556108,54.7651478468357
105.830656564247,52.6832043259871
92.6993968462476,47.1159611954803
99.4078947679857,50.8000656708419
98.2275848310578,47.7706436371261
107.473976929026,53.3588009941098
102.235709471375,52.3041957307936
95.5626130508095,49.6577636435809
98.7285940152936,50.5814535940115
100.452565520396,50.9974745991438
105.149717382542,51.4612230466843
102.628254593608,49.1072665089773
98.8700684464165,51.7695934673221
99.2263955417361,46.9614235979399
94.530551174903,48.1827421083867
103.222754338218,50.7681522016239
103.443628569415,52.2884792433059
106.494418172619,51.9071330172466
97.8976859162583,46.9979150945747
99.7619852960834,49.1469767848531
96.0548256725015,48.6409768477358
101.745541055669,47.7530667123917
98.4814999413057,49.7323889405526
96.9233764833334,49.5919154289355
101.548182566043,50.3908769551453
99.9161023472443,50.8713567234692
102.165737275752,52.0186200292098
102.920412899664,50.5346403457368
100.430239644335,48.8218738245007
102.798990185963,50.1551120444946
107.513383850869,49.848091120103
99.109125343441,50.8833503726167
101.324475609768,49.5630585597703
96.3190949513893,49.1612787670379
98.0025436629109,46.9765512128161
100.339414362575,50.3571001641745
99.5280605994314,48.4169920579938
103.328821002368,52.8327754990008
100.524471595332,48.5870459523859
98.6982500610754,50.1088479478973
95.1678965637314,45.6728342285778
102.504464063839,49.5657313159736
99.4234273765518,51.9044796239647
97.9370837444662,50.5810373686255
94.761647351196,48.0365361290123
98.4488731514105,47.9566953060039
97.5248964661113,49.2628696843482
100.791445762966,47.9545221738302
99.4740950150135,50.8914027664434
98.1721596395213,49.7972996580838
102.185692576504,50.9840459059862
102.381940730682,50.5025863593394
95.5396312332305,45.1103157727928
100.109011480974,50.622102506319
101.45886040336,49.647936672915
107.161930226889,52.4119116837283
101.866672657847,52.274635136417
96.7452734792013,48.4638648393532
109.242383662501,52.6198233425112
104.728605134772,49.3554511666323
99.6770733994222,50.4291038342114
100.064094342664,48.635916631932
98.9051977155327,48.2106762046696
103.920873226313,52.5958257581687
92.7743589076808,49.6621314968411
95.7153217034425,49.4176010362914
102.323786159546,50.3801205448703
97.6956454329424,49.5778439993121
102.647815992748,51.9601717114737
90.3230068857045,45.0239607590158
106.642662547519,53.3104048115289
102.451819086784,51.673869281541
100.644190371635,46.52436526472
103.748431942554,50.3897513323195
100.567653526071,49.7543016763495
102.97903117013,50.3605584848114
101.57238971496,49.9061464658887
97.1055212083518,50.847365512613
104.723245736851,53.7008467900346
101.471421613851,51.9608528609518
107.300064693032,51.6703082424021
